Concurso,Data,Local Realizacao,Rateio Processamento,Acumulou,Valor Acumulado,Dezenas,Premiacao
2295,2020-09-02T00:00:00-03:00,"SÃO PAULO, SP",False,True,82386315.18,"06, 13, 26, 28, 35, 41","Sena (0 ganhadores), Quina (162 ganhadores), Quadra (9693 ganhadores)"
2296,2020-09-05T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"01, 06, 21, 29, 36, 59","Sena (2 ganhadores), Quina (166 ganhadores), Quadra (8642 ganhadores)"
2297,2020-09-09T00:00:00-03:00,"SÃO PAULO, SP",False,True,2502037.19,"20, 22, 35, 40, 41, 59","Sena (0 ganhadores), Quina (14 ganhadores), Quadra (1200 ganhadores)"
2298,2020-09-12T00:00:00-03:00,"SÃO PAULO, SP",False,True,6032170.56,"13, 17, 21, 31, 41, 49","Sena (0 ganhadores), Quina (46 ganhadores), Quadra (3133 ganhadores)"
2299,2020-09-15T00:00:00-03:00,"SÃO PAULO, SP",False,True,27154067.32,"02, 03, 19, 40, 44, 60","Sena (0 ganhadores), Quina (22 ganhadores), Quadra (1903 ganhadores)"
2300,2020-09-17T00:00:00-03:00,"SÃO PAULO, SP",False,True,31289910.51,"09, 21, 37, 39, 43, 54","Sena (0 ganhadores), Quina (76 ganhadores), Quadra (3877 ganhadores)"
2301,2020-09-19T00:00:00-03:00,"SÃO PAULO, SP",False,True,36675402.78,"17, 18, 35, 36, 47, 52","Sena (0 ganhadores), Quina (66 ganhadores), Quadra (4333 ganhadores)"
2302,2020-09-23T00:00:00-03:00,"SÃO PAULO, SP",False,True,43030587.25,"18, 22, 25, 27, 43, 44","Sena (0 ganhadores), Quina (126 ganhadores), Quadra (6684 ganhadores)"
2303,2020-09-26T00:00:00-03:00,"SÃO PAULO, SP",False,True,50738496.78,"03, 07, 17, 20, 48, 50","Sena (0 ganhadores), Quina (145 ganhadores), Quadra (8431 ganhadores)"
2304,2020-09-30T00:00:00-03:00,"SÃO PAULO, SP",False,True,78511094.25,"12, 21, 29, 54, 56, 57","Sena (0 ganhadores), Quina (90 ganhadores), Quadra (5934 ganhadores)"
2305,2020-10-03T00:00:00-03:00,"SÃO PAULO, SP",False,True,89518834.75,"07, 16, 22, 38, 55, 57","Sena (0 ganhadores), Quina (124 ganhadores), Quadra (9225 ganhadores)"
2306,2020-10-07T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"03, 19, 28, 33, 57, 58","Sena (1 ganhadores), Quina (258 ganhadores), Quadra (15713 ganhadores)"
2307,2020-10-10T00:00:00-03:00,"SÃO PAULO, SP",False,True,3459972.23,"16, 33, 38, 46, 53, 55","Sena (0 ganhadores), Quina (45 ganhadores), Quadra (2828 ganhadores)"
2308,2020-10-14T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"09, 13, 26, 38, 58, 60","Sena (1 ganhadores), Quina (57 ganhadores), Quadra (3408 ganhadores)"
2309,2020-10-17T00:00:00-03:00,"SÃO PAULO, SP",False,True,24946942.36,"09, 11, 29, 30, 33, 60","Sena (0 ganhadores), Quina (38 ganhadores), Quadra (3092 ganhadores)"
2310,2020-10-20T00:00:00-03:00,"SÃO PAULO, SP",False,True,28231681.13,"13, 17, 28, 29, 42, 53","Sena (0 ganhadores), Quina (52 ganhadores), Quadra (3573 ganhadores)"
2311,2020-10-22T00:00:00-03:00,"SÃO PAULO, SP",False,True,32824904.54,"03, 05, 09, 35, 43, 60","Sena (0 ganhadores), Quina (58 ganhadores), Quadra (5162 ganhadores)"
2312,2020-10-24T00:00:00-03:00,"SÃO PAULO, SP",False,True,38492764.36,"03, 27, 39, 46, 47, 60","Sena (0 ganhadores), Quina (43 ganhadores), Quadra (3773 ganhadores)"
2313,2020-10-28T00:00:00-03:00,"SÃO PAULO, SP",False,True,45084336.78,"03, 20, 26, 45, 49, 58","Sena (0 ganhadores), Quina (66 ganhadores), Quadra (5055 ganhadores)"
2314,2020-10-31T00:00:00-03:00,"SÃO PAULO, SP",False,False,17663394.04,"06, 07, 28, 42, 45, 49","Sena (1 ganhadores), Quina (105 ganhadores), Quadra (7551 ganhadores)"
2315,2020-11-04T00:00:00-03:00,"SÃO PAULO, SP",False,True,21780010.44,"01, 10, 17, 26, 30, 53","Sena (0 ganhadores), Quina (55 ganhadores), Quadra (3898 ganhadores)"
2316,2020-11-07T00:00:00-03:00,"SÃO PAULO, SP",False,True,27695638.77,"02, 11, 43, 49, 52, 56","Sena (0 ganhadores), Quina (56 ganhadores), Quadra (3984 ganhadores)"
2317,2020-11-11T00:00:00-03:00,"SÃO PAULO, SP",False,True,33850396,"03, 08, 30, 33, 35, 48","Sena (0 ganhadores), Quina (132 ganhadores), Quadra (7472 ganhadores)"
2318,2020-11-14T00:00:00-03:00,"SÃO PAULO, SP",False,True,41054215.42,"28, 44, 52, 54, 58, 60","Sena (0 ganhadores), Quina (59 ganhadores), Quadra (5014 ganhadores)"
2319,2020-11-18T00:00:00-03:00,"SÃO PAULO, SP",False,True,67176238.41,"06, 17, 25, 35, 40, 49","Sena (0 ganhadores), Quina (51 ganhadores), Quadra (5009 ganhadores)"
2320,2020-11-21T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"06, 30, 35, 39, 42, 48","Sena (1 ganhadores), Quina (92 ganhadores), Quadra (6334 ganhadores)"
2321,2020-11-25T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"14, 25, 28, 41, 43, 46","Sena (1 ganhadores), Quina (40 ganhadores), Quadra (2494 ganhadores)"
2322,2020-11-28T00:00:00-03:00,"SÃO PAULO, SP",False,True,3316988.79,"02, 05, 10, 29, 34, 41","Sena (0 ganhadores), Quina (65 ganhadores), Quadra (3753 ganhadores)"
2323,2020-12-02T00:00:00-03:00,"SÃO PAULO, SP",False,True,6914220.24,"20, 27, 35, 39, 50, 59","Sena (0 ganhadores), Quina (29 ganhadores), Quadra (1825 ganhadores)"
2324,2020-12-05T00:00:00-03:00,"SÃO PAULO, SP",False,True,26354348.85,"02, 16, 19, 31, 43, 60","Sena (0 ganhadores), Quina (43 ganhadores), Quadra (3451 ganhadores)"
2325,2020-12-08T00:00:00-03:00,"SÃO PAULO, SP",False,True,29756461.46,"33, 34, 37, 46, 52, 60","Sena (0 ganhadores), Quina (27 ganhadores), Quadra (2233 ganhadores)"
2326,2020-12-10T00:00:00-03:00,"SÃO PAULO, SP",False,True,34388754.51,"10, 16, 27, 34, 36, 57","Sena (0 ganhadores), Quina (55 ganhadores), Quadra (3883 ganhadores)"
2327,2020-12-12T00:00:00-03:00,"SÃO PAULO, SP",False,True,39991654.06,"30, 37, 45, 54, 57, 58","Sena (0 ganhadores), Quina (47 ganhadores), Quadra (3521 ganhadores)"
2328,2020-12-16T00:00:00-03:00,"SÃO PAULO, SP",False,True,46158552.23,"08, 11, 14, 39, 48, 53","Sena (0 ganhadores), Quina (67 ganhadores), Quadra (5059 ganhadores)"
2329,2020-12-19T00:00:00-03:00,"SÃO PAULO, SP",False,False,104051609.25,"12, 14, 28, 42, 45, 55","Sena (2 ganhadores), Quina (93 ganhadores), Quadra (6837 ganhadores)"
2330,2020-12-31T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"17, 20, 22, 35, 41, 42","Sena (2 ganhadores), Quina (1384 ganhadores), Quadra (105342 ganhadores)"
2331,2021-01-02T00:00:00-03:00,"SÃO PAULO, SP",False,True,931014.47,"11, 13, 16, 36, 53, 57","Sena (0 ganhadores), Quina (10 ganhadores), Quadra (808 ganhadores)"
2332,2021-01-06T00:00:00-03:00,"SÃO PAULO, SP",False,True,3866325.36,"12, 33, 35, 36, 44, 52","Sena (0 ganhadores), Quina (32 ganhadores), Quadra (2688 ganhadores)"
2333,2021-01-09T00:00:00-03:00,"SÃO PAULO, SP",False,True,7647917.37,"09, 16, 31, 41, 53, 55","Sena (0 ganhadores), Quina (16 ganhadores), Quadra (1994 ganhadores)"
2334,2021-01-13T00:00:00-03:00,"SÃO PAULO, SP",False,False,7451635.52,"04, 13, 20, 22, 25, 60","Sena (1 ganhadores), Quina (66 ganhadores), Quadra (4609 ganhadores)"
2335,2021-01-16T00:00:00-03:00,"SÃO PAULO, SP",False,True,11884255.98,"09, 18, 23, 42, 47, 49","Sena (0 ganhadores), Quina (91 ganhadores), Quadra (5286 ganhadores)"
2336,2021-01-20T00:00:00-03:00,"SÃO PAULO, SP",False,True,16400489.52,"08, 10, 20, 27, 28, 50","Sena (0 ganhadores), Quina (75 ganhadores), Quadra (4701 ganhadores)"
2337,2021-01-23T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"02, 09, 34, 49, 51, 55","Sena (1 ganhadores), Quina (84 ganhadores), Quadra (4321 ganhadores)"
2338,2021-01-26T00:00:00-03:00,"SÃO PAULO, SP",False,True,1692823.18,"08, 21, 23, 34, 42, 47","Sena (0 ganhadores), Quina (22 ganhadores), Quadra (1692 ganhadores)"
2339,2021-01-28T00:00:00-03:00,"SÃO PAULO, SP",False,True,15757856.01,"04, 18, 29, 47, 48, 59","Sena (0 ganhadores), Quina (19 ganhadores), Quadra (1746 ganhadores)"
2340,2021-01-30T00:00:00-03:00,"SÃO PAULO, SP",False,True,19883105.32,"16, 21, 28, 41, 49, 51","Sena (0 ganhadores), Quina (24 ganhadores), Quadra (2408 ganhadores)"
2341,2021-02-03T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"04, 09, 31, 32, 42, 46","Sena (1 ganhadores), Quina (59 ganhadores), Quadra (3548 ganhadores)"
2342,2021-02-06T00:00:00-03:00,"SÃO PAULO, SP",False,True,3316650.89,"17, 20, 24, 27, 40, 60","Sena (0 ganhadores), Quina (35 ganhadores), Quadra (2233 ganhadores)"
2343,2021-02-10T00:00:00-03:00,"SÃO PAULO, SP",False,True,7025600.31,"04, 31, 42, 45, 49, 56","Sena (0 ganhadores), Quina (24 ganhadores), Quadra (2507 ganhadores)"
2344,2021-02-13T00:00:00-03:00,"SÃO PAULO, SP",False,True,24888687.84,"11, 17, 25, 38, 52, 57","Sena (0 ganhadores), Quina (59 ganhadores), Quadra (4548 ganhadores)"
2345,2021-02-17T00:00:00-03:00,"SÃO PAULO, SP",False,True,29042762.29,"07, 16, 19, 22, 28, 55","Sena (0 ganhadores), Quina (75 ganhadores), Quadra (4970 ganhadores)"
2346,2021-02-20T00:00:00-03:00,"SÃO PAULO, SP",False,True,35336751.65,"03, 04, 11, 40, 42, 58","Sena (0 ganhadores), Quina (53 ganhadores), Quadra (4812 ganhadores)"
2347,2021-02-24T00:00:00-03:00,"SÃO PAULO, SP",False,True,41723252.74,"08, 09, 17, 30, 58, 60","Sena (0 ganhadores), Quina (74 ganhadores), Quadra (5504 ganhadores)"
2348,2021-02-27T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"02, 03, 07, 48, 51, 54","Sena (1 ganhadores), Quina (107 ganhadores), Quadra (6601 ganhadores)"
2349,2021-03-03T00:00:00-03:00,"SÃO PAULO, SP",False,False,17118616.07,"05, 10, 25, 32, 49, 54","Sena (1 ganhadores), Quina (59 ganhadores), Quadra (3150 ganhadores)"
2350,2021-03-06T00:00:00-03:00,"SÃO PAULO, SP",False,True,21838152.59,"25, 28, 29, 34, 41, 45","Sena (0 ganhadores), Quina (40 ganhadores), Quadra (2828 ganhadores)"
2351,2021-03-10T00:00:00-03:00,"SÃO PAULO, SP",False,True,26819270.36,"19, 22, 35, 41, 47, 49","Sena (0 ganhadores), Quina (72 ganhadores), Quadra (4604 ganhadores)"
2352,2021-03-13T00:00:00-03:00,"SÃO PAULO, SP",False,True,32702152.11,"09, 17, 38, 41, 49, 55","Sena (0 ganhadores), Quina (102 ganhadores), Quadra (5124 ganhadores)"
2353,2021-03-17T00:00:00-03:00,"SÃO PAULO, SP",False,True,38714021.01,"03, 19, 34, 41, 48, 53","Sena (0 ganhadores), Quina (71 ganhadores), Quadra (5457 ganhadores)"
2354,2021-03-20T00:00:00-03:00,"SÃO PAULO, SP",False,False,17877175.12,"06, 18, 25, 30, 42, 54","Sena (2 ganhadores), Quina (169 ganhadores), Quadra (6593 ganhadores)"
2355,2021-03-24T00:00:00-03:00,"SÃO PAULO, SP",False,True,22066933.07,"07, 30, 31, 41, 50, 56","Sena (0 ganhadores), Quina (29 ganhadores), Quadra (2014 ganhadores)"
2356,2021-03-27T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"03, 10, 25, 36, 51, 58","Sena (1 ganhadores), Quina (100 ganhadores), Quadra (5821 ganhadores)"
2357,2021-03-31T00:00:00-03:00,"SÃO PAULO, SP",False,True,2714550.43,"19, 28, 30, 34, 40, 51","Sena (0 ganhadores), Quina (18 ganhadores), Quadra (1287 ganhadores)"
2358,2021-04-03T00:00:00-03:00,"SÃO PAULO, SP",False,True,5595975.25,"05, 09, 11, 16, 43, 57","Sena (0 ganhadores), Quina (66 ganhadores), Quadra (3627 ganhadores)"
2359,2021-04-06T00:00:00-03:00,"SÃO PAULO, SP",False,True,18565052.11,"31, 32, 39, 42, 43, 51","Sena (0 ganhadores), Quina (17 ganhadores), Quadra (1053 ganhadores)"
2360,2021-04-08T00:00:00-03:00,"SÃO PAULO, SP",False,True,22442588.36,"10, 15, 21, 24, 29, 45","Sena (0 ganhadores), Quina (36 ganhadores), Quadra (3646 ganhadores)"
2361,2021-04-10T00:00:00-03:00,"SÃO PAULO, SP",False,True,27266869.79,"14, 21, 22, 29, 35, 46","Sena (0 ganhadores), Quina (61 ganhadores), Quadra (3782 ganhadores)"
2362,2021-04-14T00:00:00-03:00,"SÃO PAULO, SP",False,True,32995433.41,"03, 20, 22, 32, 35, 50","Sena (0 ganhadores), Quina (41 ganhadores), Quadra (3883 ganhadores)"
2363,2021-04-17T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"06, 14, 24, 34, 39, 58","Sena (1 ganhadores), Quina (77 ganhadores), Quadra (5169 ganhadores)"
2364,2021-04-22T00:00:00-03:00,"SÃO PAULO, SP",False,True,18093444.77,"20, 33, 42, 44, 51, 56","Sena (0 ganhadores), Quina (180 ganhadores), Quadra (1719 ganhadores)"
2365,2021-04-24T00:00:00-03:00,"SÃO PAULO, SP",False,True,22515609.47,"01, 17, 28, 37, 44, 50","Sena (0 ganhadores), Quina (40 ganhadores), Quadra (2940 ganhadores)"
2366,2021-04-28T00:00:00-03:00,"SÃO PAULO, SP",False,True,27791608.55,"04, 27, 33, 35, 38, 41","Sena (0 ganhadores), Quina (76 ganhadores), Quadra (4869 ganhadores)"
2367,2021-04-30T00:00:00-03:00,"SÃO PAULO, SP",False,True,32459579.35,"05, 23, 29, 34, 53, 60","Sena (0 ganhadores), Quina (63 ganhadores), Quadra (4551 ganhadores)"
2368,2021-05-04T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"04, 07, 13, 25, 36, 58","Sena (1 ganhadores), Quina (152 ganhadores), Quadra (7476 ganhadores)"
2369,2021-05-06T00:00:00-03:00,"SÃO PAULO, SP",False,True,16520136.74,"04, 09, 17, 19, 37, 60","Sena (0 ganhadores), Quina (47 ganhadores), Quadra (3447 ganhadores)"
2370,2021-05-08T00:00:00-03:00,"SÃO PAULO, SP",False,True,21184980.91,"07, 31, 37, 42, 44, 56","Sena (0 ganhadores), Quina (29 ganhadores), Quadra (3835 ganhadores)"
2371,2021-05-12T00:00:00-03:00,"SÃO PAULO, SP",False,True,26723268.11,"04, 15, 30, 36, 39, 48","Sena (0 ganhadores), Quina (53 ganhadores), Quadra (3480 ganhadores)"
2372,2021-05-15T00:00:00-03:00,"SÃO PAULO, SP",False,True,33375629.41,"03, 19, 25, 44, 46, 57","Sena (0 ganhadores), Quina (128 ganhadores), Quadra (7636 ganhadores)"
2373,2021-05-19T00:00:00-03:00,"SÃO PAULO, SP",False,True,40188006.27,"23, 24, 26, 44, 49, 60","Sena (0 ganhadores), Quina (72 ganhadores), Quadra (5432 ganhadores)"
2374,2021-05-22T00:00:00-03:00,"SÃO PAULO, SP",False,True,68319310.42,"12, 13, 25, 37, 39, 41","Sena (0 ganhadores), Quina (125 ganhadores), Quadra (8177 ganhadores)"
2375,2021-05-26T00:00:00-03:00,"SÃO PAULO, SP",False,True,79590065.5,"02, 06, 44, 46, 53, 58","Sena (0 ganhadores), Quina (144 ganhadores), Quadra (8909 ganhadores)"
2376,2021-05-29T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"12, 14, 17, 18, 19, 22","Sena (2 ganhadores), Quina (433 ganhadores), Quadra (19908 ganhadores)"
2377,2021-06-02T00:00:00-03:00,"SÃO PAULO, SP",False,True,3302147.03,"05, 18, 29, 35, 43, 44","Sena (0 ganhadores), Quina (35 ganhadores), Quadra (2890 ganhadores)"
2378,2021-06-05T00:00:00-03:00,"SÃO PAULO, SP",False,True,7379881.13,"11, 37, 38, 41, 49, 54","Sena (0 ganhadores), Quina (33 ganhadores), Quadra (2518 ganhadores)"
2379,2021-06-09T00:00:00-03:00,"SÃO PAULO, SP",False,True,36180172.96,"02, 08, 26, 32, 46, 56","Sena (0 ganhadores), Quina (72 ganhadores), Quadra (4222 ganhadores)"
2380,2021-06-12T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"11, 16, 20, 24, 39, 53","Sena (1 ganhadores), Quina (59 ganhadores), Quadra (5566 ganhadores)"
2381,2021-06-16T00:00:00-03:00,"SÃO PAULO, SP",False,True,3092501.87,"07, 23, 32, 41, 42, 47","Sena (0 ganhadores), Quina (37 ganhadores), Quadra (2458 ganhadores)"
2382,2021-06-19T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"06, 09, 19, 38, 53, 55","Sena (1 ganhadores), Quina (52 ganhadores), Quadra (4044 ganhadores)"
2383,2021-06-23T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"13, 15, 16, 20, 40, 41","Sena (1 ganhadores), Quina (47 ganhadores), Quadra (2151 ganhadores)"
2384,2021-06-26T00:00:00-03:00,"SÃO PAULO, SP",False,True,15563083.34,"09, 13, 22, 25, 26, 31","Sena (0 ganhadores), Quina (57 ganhadores), Quadra (3781 ganhadores)"
2385,2021-06-29T00:00:00-03:00,"SÃO PAULO, SP",False,True,18160423.87,"12, 24, 32, 37, 43, 60","Sena (0 ganhadores), Quina (32 ganhadores), Quadra (2340 ganhadores)"
2386,2021-07-01T00:00:00-03:00,"SÃO PAULO, SP",False,True,21839458.94,"11, 13, 16, 35, 49, 50","Sena (0 ganhadores), Quina (44 ganhadores), Quadra (3087 ganhadores)"
2387,2021-07-03T00:00:00-03:00,"SÃO PAULO, SP",False,True,26766184.04,"08, 26, 30, 31, 38, 48","Sena (0 ganhadores), Quina (30 ganhadores), Quadra (3038 ganhadores)"
2388,2021-07-07T00:00:00-03:00,"SÃO PAULO, SP",False,True,32919886.46,"08, 30, 33, 37, 45, 48","Sena (0 ganhadores), Quina (83 ganhadores), Quadra (5329 ganhadores)"
2389,2021-07-10T00:00:00-03:00,"SÃO PAULO, SP",False,True,55677317.71,"16, 30, 37, 39, 40, 51","Sena (0 ganhadores), Quina (57 ganhadores), Quadra (3887 ganhadores)"
2390,2021-07-14T00:00:00-03:00,"SÃO PAULO, SP",False,True,64817227.15,"09, 13, 20, 22, 32, 56","Sena (0 ganhadores), Quina (102 ganhadores), Quadra (7787 ganhadores)"
2391,2021-07-17T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"05, 08, 13, 27, 36, 50","Sena (1 ganhadores), Quina (192 ganhadores), Quadra (13379 ganhadores)"
2392,2021-07-21T00:00:00-03:00,"SÃO PAULO, SP",False,True,3020168.99,"11, 15, 23, 25, 34, 53","Sena (0 ganhadores), Quina (31 ganhadores), Quadra (2525 ganhadores)"
2393,2021-07-24T00:00:00-03:00,"SÃO PAULO, SP",False,True,7160329.36,"26, 27, 28, 32, 38, 51","Sena (0 ganhadores), Quina (28 ganhadores), Quadra (2368 ganhadores)"
2394,2021-07-28T00:00:00-03:00,"SÃO PAULO, SP",False,True,31571809.53,"05, 16, 25, 36, 42, 44","Sena (0 ganhadores), Quina (48 ganhadores), Quadra (4144 ganhadores)"
2395,2021-07-31T00:00:00-03:00,"SÃO PAULO, SP",False,True,38386256.33,"04, 11, 12, 44, 45, 57","Sena (0 ganhadores), Quina (72 ganhadores), Quadra (6026 ganhadores)"
2396,2021-08-04T00:00:00-03:00,"SÃO PAULO, SP",False,True,45757672.77,"02, 03, 25, 39, 42, 49","Sena (0 ganhadores), Quina (49 ganhadores), Quadra (5934 ganhadores)"
2397,2021-08-07T00:00:00-03:00,"SÃO PAULO, SP",False,True,54614721.42,"06, 14, 20, 39, 46, 48","Sena (0 ganhadores), Quina (79 ganhadores), Quadra (6058 ganhadores)"
2398,2021-08-10T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"08, 17, 30, 36, 54, 59","Sena (1 ganhadores), Quina (78 ganhadores), Quadra (5421 ganhadores)"
2399,2021-08-12T00:00:00-03:00,"SÃO PAULO, SP",False,True,23081763.93,"27, 35, 42, 44, 51, 52","Sena (0 ganhadores), Quina (34 ganhadores), Quadra (1706 ganhadores)"
2400,2021-08-14T00:00:00-03:00,"SÃO PAULO, SP",False,True,27823722.22,"09, 21, 25, 26, 36, 53","Sena (0 ganhadores), Quina (52 ganhadores), Quadra (3623 ganhadores)"
2401,2021-08-18T00:00:00-03:00,"SÃO PAULO, SP",False,True,33732342.14,"08, 11, 13, 33, 38, 48","Sena (0 ganhadores), Quina (128 ganhadores), Quadra (8020 ganhadores)"
2402,2021-08-21T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"06, 22, 25, 29, 30, 60","Sena (1 ganhadores), Quina (128 ganhadores), Quadra (6285 ganhadores)"
2403,2021-08-25T00:00:00-03:00,"SÃO PAULO, SP",False,True,2949333.95,"10, 12, 14, 32, 33, 34","Sena (0 ganhadores), Quina (65 ganhadores), Quadra (2793 ganhadores)"
2404,2021-08-28T00:00:00-03:00,"SÃO PAULO, SP",False,True,22470410.9,"01, 19, 35, 40, 47, 54","Sena (0 ganhadores), Quina (43 ganhadores), Quadra (2492 ganhadores)"
2405,2021-09-01T00:00:00-03:00,"SÃO PAULO, SP",False,True,27603547.93,"21, 38, 48, 49, 53, 59","Sena (0 ganhadores), Quina (18 ganhadores), Quadra (2630 ganhadores)"
2406,2021-09-04T00:00:00-03:00,"SÃO PAULO, SP",False,True,34000251,"08, 12, 29, 43, 54, 60","Sena (0 ganhadores), Quina (64 ganhadores), Quadra (5120 ganhadores)"
2407,2021-09-08T00:00:00-03:00,"SÃO PAULO, SP",False,True,39214037.44,"13, 17, 31, 43, 54, 55","Sena (0 ganhadores), Quina (45 ganhadores), Quadra (4411 ganhadores)"
2408,2021-09-11T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"04, 29, 30, 38, 43, 57","Sena (1 ganhadores), Quina (65 ganhadores), Quadra (4828 ganhadores)"
2409,2021-09-15T00:00:00-03:00,"SÃO PAULO, SP",False,True,19677953.62,"02, 29, 39, 49, 52, 58","Sena (0 ganhadores), Quina (23 ganhadores), Quadra (1364 ganhadores)"
2410,2021-09-18T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"07, 10, 27, 35, 43, 59","Sena (2 ganhadores), Quina (93 ganhadores), Quadra (5939 ganhadores)"
2411,2021-09-22T00:00:00-03:00,"SÃO PAULO, SP",False,True,2911303.81,"07, 26, 29, 34, 43, 44","Sena (0 ganhadores), Quina (35 ganhadores), Quadra (2517 ganhadores)"
2412,2021-09-25T00:00:00-03:00,"SÃO PAULO, SP",False,True,6935302.38,"09, 16, 34, 36, 49, 60","Sena (0 ganhadores), Quina (37 ganhadores), Quadra (3285 ganhadores)"
2413,2021-09-28T00:00:00-03:00,"SÃO PAULO, SP",False,True,9475739.63,"03, 22, 37, 40, 41, 48","Sena (0 ganhadores), Quina (12 ganhadores), Quadra (1759 ganhadores)"
2414,2021-09-30T00:00:00-03:00,"SÃO PAULO, SP",False,True,24318156.63,"04, 05, 06, 14, 29, 38","Sena (0 ganhadores), Quina (39 ganhadores), Quadra (3415 ganhadores)"
2415,2021-10-02T00:00:00-03:00,"SÃO PAULO, SP",False,True,29393937.79,"10, 12, 26, 29, 35, 60","Sena (0 ganhadores), Quina (61 ganhadores), Quadra (4773 ganhadores)"
2416,2021-10-06T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"06, 07, 11, 26, 37, 57","Sena (1 ganhadores), Quina (86 ganhadores), Quadra (5658 ganhadores)"
2417,2021-10-09T00:00:00-03:00,"SÃO PAULO, SP",False,True,3636047.8,"03, 07, 10, 11, 27, 46","Sena (0 ganhadores), Quina (131 ganhadores), Quadra (7708 ganhadores)"
2418,2021-10-13T00:00:00-03:00,"SÃO PAULO, SP",False,True,6749009.06,"02, 11, 19, 27, 57, 60","Sena (0 ganhadores), Quina (80 ganhadores), Quadra (3919 ganhadores)"
2419,2021-10-16T00:00:00-03:00,"SÃO PAULO, SP",False,False,14397821.39,"10, 35, 43, 48, 50, 53","Sena (1 ganhadores), Quina (31 ganhadores), Quadra (3078 ganhadores)"
2420,2021-10-19T00:00:00-03:00,"SÃO PAULO, SP",False,True,17279968.84,"05, 08, 29, 39, 44, 60","Sena (0 ganhadores), Quina (18 ganhadores), Quadra (2198 ganhadores)"
2421,2021-10-21T00:00:00-03:00,"SÃO PAULO, SP",False,True,21544806.83,"02, 03, 32, 35, 48, 57","Sena (0 ganhadores), Quina (49 ganhadores), Quadra (3678 ganhadores)"
2422,2021-10-23T00:00:00-03:00,"SÃO PAULO, SP",False,True,26878866.26,"02, 07, 10, 20, 30, 46",
2423,2021-10-27T00:00:00-03:00,"SÃO PAULO, SP",False,True,32977458.15,"16, 18, 38, 48, 51, 60","Sena (0 ganhadores), Quina (40 ganhadores), Quadra (3295 ganhadores)"
2424,2021-10-30T00:00:00-03:00,"SÃO PAULO, SP",False,True,57100491.99,"03, 16, 17, 37, 38, 53","Sena (0 ganhadores), Quina (101 ganhadores), Quadra (6968 ganhadores)"
2425,2021-11-03T00:00:00-03:00,"SÃO PAULO, SP",False,True,65076031.99,"10, 31, 38, 46, 49, 54","Sena (0 ganhadores), Quina (75 ganhadores), Quadra (5048 ganhadores)"
2426,2021-11-06T00:00:00-03:00,"SÃO PAULO, SP",False,True,76603928.34,"05, 11, 24, 27, 32, 57","Sena (0 ganhadores), Quina (249 ganhadores), Quadra (15271 ganhadores)"
2427,2021-11-10T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"03, 19, 25, 37, 44, 56","Sena (5 ganhadores), Quina (680 ganhadores), Quadra (19557 ganhadores)"
2428,2021-11-13T00:00:00-03:00,"SÃO PAULO, SP",False,True,3662283.5,"03, 09, 25, 28, 29, 39","Sena (0 ganhadores), Quina (50 ganhadores), Quadra (4168 ganhadores)"
2429,2021-11-17T00:00:00-03:00,"SÃO PAULO, SP",False,True,33113631.63,"11, 37, 53, 55, 56, 60","Sena (0 ganhadores), Quina (31 ganhadores), Quadra (2462 ganhadores)"
2430,2021-11-20T00:00:00-03:00,"SÃO PAULO, SP",False,False,0,"19, 26, 39, 45, 46, 56","Sena (1 ganhadores), Quina (37 ganhadores), Quadra (4109 ganhadores)"
2431,2021-11-24T00:00:00-03:00,"SÃO PAULO, SP",False,True,3016259.01,"08, 11, 22, 25, 26, 36","Sena (0 ganhadores), Quina (46 ganhadores), Quadra (2988 ganhadores)"
2432,2021-11-27T00:00:00-03:00,"SÃO PAULO, SP",False,True,6918076.69,"07, 29, 38, 40, 44, 52","Sena (0 ganhadores), Quina (21 ganhadores), Quadra (2572 ganhadores)"
2433,2021-12-01T00:00:00-03:00,"SÃO PAULO, SP",False,True,11008240.88,"08, 09, 32, 52, 53, 57","Sena (0 ganhadores), Quina (31 ganhadores), Quadra (2625 ganhadores)"
